dog_id,date,breed,sex,age_months,age_years,height_cm,length_cm,weight_kg,avg_daily_play_min,avg_daily_walk_min,activity_minutes,activity_score_percent,sleep_hours,rer,mer_multiplier,calories_per_day,activity_cluster,activity_label
DOG0684,2025-08-25,German Shepherd,F,25,2.08,65.3,87.7,33.13,52.3,31.1,83.4,5.79,10.3,966.6,1.25,1022.9,0,Normal
DOG0685,2025-07-04,Shih Tzu,F,108,9.0,26.8,35.6,4.85,35.4,7.3,42.7,2.97,12.3,228.8,1.27,283.0,1,Low activity
DOG0686,2025-08-15,French Bulldog,M,6,0.5,28.1,33.4,7.49,41.1,31.6,72.7,5.05,12.6,316.9,2.0877428984516797,669.9,1,Low activity
DOG0687,2025-08-21,Pomeranian,F,6,0.5,21.1,28.1,1.13,113.0,8.8,121.8,8.46,12.4,76.7,1.8292689187057114,136.1,0,Normal
DOG0688,2025-05-30,Siberian Husky,F,4,0.33,57.2,63.2,14.68,22.7,8.8,31.5,2.19,10.4,525.0,2.121081298241463,1112.7,1,Low activity
DOG0689,2024-12-28,Rottweiler,M,7,0.58,67.9,65.4,43.94,27.4,0.0,27.4,1.9,10.2,1194.7,2.0251474750389997,2562.3,0,Normal
DOG0690,2025-05-09,Beagle,M,20,1.67,36.8,51.2,9.99,31.3,51.0,82.3,5.72,11.4,393.3,1.2,494.1,2,Hyperactive
DOG0691,2025-04-26,Poodle (Standard),F,65,5.42,64.0,61.2,28.48,10.6,64.1,74.7,5.19,10.5,863.0,1.21,1053.2,2,Hyperactive
DOG0692,2025-11-15,Dachshund,M,29,2.42,19.5,24.6,12.22,37.8,89.5,127.3,8.84,9.8,457.5,1.32,600.8,2,Hyperactive
DOG0693,2025-08-06,Bulldog,M,18,1.5,31.3,43.7,17.35,19.2,17.7,36.9,2.56,10.0,595.1,1.24,699.9,1,Low activity
DOG0694,2025-01-03,Pomeranian,F,86,7.17,20.9,27.2,2.25,28.1,28.8,56.9,3.95,10.8,128.6,1.26,169.3,1,Low activity
DOG0695,2025-09-17,Rottweiler,F,3,0.25,58.3,78.3,28.09,43.9,56.5,100.4,6.97,11.3,854.1,2.3567962556549347,1942.1,2,Hyperactive
DOG0696,2025-02-18,Golden Retriever,F,63,5.25,62.6,87.3,31.29,67.2,74.7,141.9,9.85,10.4,926.1,1.37,1086.3,2,Hyperactive
DOG0697,2025-05-18,Golden Retriever,M,78,6.5,50.6,49.0,27.75,24.5,66.0,90.5,6.28,10.3,846.3,1.17,1066.0,2,Hyperactive
DOG0698,2025-01-22,Labrador Retriever,F,9,0.75,63.0,82.5,28.04,104.8,22.6,127.4,8.85,11.5,853.0,2.197328845172952,1866.9,0,Normal
DOG0699,2025-06-04,Bulldog,M,2,0.17,37.8,51.4,14.42,58.5,30.1,88.6,6.15,12.1,518.0,2.004127154674604,1021.8,0,Normal
DOG0700,2025-05-05,Bulldog,M,42,3.5,34.8,45.1,20.26,15.6,21.6,37.2,2.58,11.3,668.5,1.2,775.1,1,Low activity
DOG0701,2025-05-23,Beagle,M,6,0.5,39.6,36.0,8.23,72.6,23.3,95.9,6.66,11.0,340.1,1.6946961887798793,583.4,0,Normal
DOG0702,2025-01-05,Poodle (Standard),M,75,6.25,45.2,46.5,23.59,23.6,0.0,23.6,1.64,12.3,749.3,1.21,973.4,1,Low activity
DOG0703,2025-03-08,Dachshund,F,39,3.25,14.6,16.1,9.34,36.3,51.3,87.6,6.08,12.3,374.0,1.27,453.1,1,Low activity
DOG0704,2025-09-18,Labrador Retriever,F,13,1.08,64.6,68.4,33.6,49.6,37.1,86.7,6.02,11.3,976.9,1.3,1254.2,0,Normal
DOG0705,2025-11-12,Chihuahua,M,94,7.83,21.9,22.6,2.32,12.8,23.4,36.2,2.51,12.9,131.6,1.25,165.5,1,Low activity
DOG0706,2025-05-16,Boxer,F,21,1.75,52.9,60.9,26.87,33.8,18.9,52.7,3.66,11.9,826.1,1.24,1100.5,1,Low activity
DOG0707,2024-12-08,German Shepherd,F,22,1.83,63.1,79.8,31.38,27.9,80.4,108.3,7.52,11.4,928.1,1.29,1008.0,2,Hyperactive
DOG0708,2025-01-29,Golden Retriever,M,30,2.5,53.5,53.7,28.49,32.9,58.1,91.0,6.32,8.8,863.2,1.26,1092.6,2,Hyperactive
DOG0709,2025-03-06,French Bulldog,M,113,9.42,29.8,35.0,10.31,52.3,29.9,82.2,5.71,12.6,402.8,1.34,570.4,1,Low activity
DOG0710,2024-12-20,Siberian Husky,F,14,1.17,61.1,81.3,21.73,5.8,60.5,66.3,4.6,10.7,704.5,1.28,875.6,2,Hyperactive
DOG0711,2025-08-15,Mixed,F,53,4.42,53.9,54.9,18.88,41.0,59.7,100.7,6.99,10.7,634.0,1.29,800.6,2,Hyperactive
DOG0712,2025-09-05,Beagle,F,11,0.92,41.3,51.0,11.71,21.0,39.4,60.4,4.19,10.6,443.1,1.9647827005588976,887.3,2,Hyperactive
DOG0713,2025-10-10,Chihuahua,M,21,1.75,16.3,22.5,2.52,37.9,36.2,74.1,5.15,12.1,140.0,1.25,152.3,1,Low activity
DOG0714,2025-10-02,French Bulldog,M,17,1.42,29.7,31.8,11.15,48.3,70.5,118.8,8.25,9.4,427.1,1.2,507.0,2,Hyperactive
DOG0715,2025-06-02,Bulldog,M,11,0.92,39.1,45.9,21.06,54.5,64.4,118.9,8.26,13.9,688.2,1.8602706413244237,1201.6,1,Low activity
DOG0716,2025-08-05,Labrador Retriever,F,68,5.67,62.3,82.5,34.28,36.8,57.6,94.4,6.56,10.0,991.7,1.26,1275.0,2,Hyperactive
DOG0717,2025-02-03,Siberian Husky,M,172,14.33,58.3,66.8,22.07,20.6,14.1,34.7,2.41,13.5,712.8,1.22,750.0,1,Low activity
DOG0718,2025-09-22,Poodle (Standard),M,34,2.83,61.3,58.6,29.02,4.9,51.7,56.6,3.93,11.3,875.2,1.23,1082.0,2,Hyperactive
DOG0719,2025-01-27,Golden Retriever,M,2,0.17,59.2,81.6,16.99,27.4,44.3,71.7,4.98,10.5,585.8,2.1686036613825426,1266.0,2,Hyperactive
DOG0720,2025-03-11,Siberian Husky,M,92,7.67,51.1,54.4,20.92,58.2,87.7,145.9,10.13,10.5,684.7,1.16,702.9,2,Hyperactive
DOG0721,2024-12-07,Siberian Husky,F,14,1.17,52.7,70.8,22.1,10.9,3.4,14.3,0.99,11.7,713.5,1.15,757.6,1,Low activity
DOG0722,2025-08-21,Shih Tzu,M,19,1.58,24.8,22.5,4.67,0.0,18.1,18.1,1.26,13.9,222.4,1.24,268.4,1,Low activity
DOG0723,2025-09-28,Mixed,F,112,9.33,35.4,33.7,15.2,1.9,28.6,30.5,2.12,13.1,538.9,1.28,636.1,1,Low activity
DOG0724,2024-12-30,Labrador Retriever,F,4,0.33,54.8,64.3,18.91,66.0,0.0,66.0,4.58,11.3,634.8,2.7832776812823696,1841.2,0,Normal
DOG0725,2025-05-20,Beagle,F,2,0.17,38.2,41.2,6.07,61.6,18.0,79.6,5.53,9.6,270.7,2.911754332001477,769.6,0,Normal
DOG0726,2025-05-11,Shih Tzu,F,35,2.92,19.9,20.5,4.9,21.8,39.6,61.4,4.26,12.2,230.5,1.24,292.3,1,Low activity
DOG0727,2025-08-11,French Bulldog,F,48,4.0,27.5,28.3,10.69,50.4,39.3,89.7,6.23,11.5,413.8,1.27,483.0,0,Normal
DOG0728,2025-11-16,German Shepherd,M,29,2.42,55.1,54.5,25.77,67.2,83.0,150.2,10.43,11.0,800.6,1.31,1079.9,2,Hyperactive
DOG0729,2025-02-20,Bulldog,F,11,0.92,35.0,48.8,16.97,57.4,37.1,94.5,6.56,10.6,585.3,1.7466713261539974,1040.3,0,Normal
DOG0730,2025-08-21,German Shepherd,F,6,0.5,62.8,82.5,24.43,58.4,73.5,131.9,9.16,9.5,769.2,2.074722552152843,1472.7,2,Hyperactive
DOG0731,2025-02-14,Bulldog,M,12,1.0,33.4,42.8,18.88,13.2,65.4,78.6,5.46,12.6,634.0,1.29,877.2,2,Hyperactive
DOG0732,2025-10-31,Shih Tzu,F,28,2.33,22.8,25.7,5.12,36.6,22.1,58.7,4.08,11.0,238.3,1.23,298.2,0,Normal
DOG0733,2025-06-21,Golden Retriever,F,58,4.83,57.5,61.4,32.23,46.1,30.8,76.9,5.34,13.2,946.9,1.22,1217.5,1,Low activity
DOG0734,2025-04-21,Golden Retriever,M,16,1.33,61.5,82.7,35.34,8.1,41.8,49.9,3.47,10.7,1014.6,1.17,1177.1,2,Hyperactive
DOG0735,2025-04-17,Beagle,M,31,2.58,38.7,48.8,10.52,25.4,17.8,43.2,3.0,11.3,408.9,1.3,562.5,1,Low activity
DOG0736,2025-06-23,Shih Tzu,M,5,0.42,23.1,26.9,4.87,91.3,33.2,124.5,8.65,10.1,229.5,2.678182584589068,629.2,0,Normal
DOG0737,2025-05-31,Dachshund,F,12,1.0,22.3,26.2,11.02,0.0,15.2,15.2,1.06,10.9,423.4,1.2,478.5,1,Low activity
DOG0738,2025-09-30,Chihuahua,F,50,4.17,21.7,21.9,1.91,27.2,9.1,36.3,2.52,13.6,113.7,1.18,133.0,1,Low activity
DOG0739,2025-07-18,Golden Retriever,M,53,4.42,58.2,69.1,35.49,16.8,17.5,34.3,2.38,12.5,1017.8,1.23,1208.5,1,Low activity
DOG0740,2025-04-10,Labrador Retriever,M,11,0.92,62.1,76.0,34.06,35.5,32.5,68.0,4.72,10.5,986.9,1.8152569404796828,1803.2,0,Normal
DOG0741,2025-01-10,Golden Retriever,M,29,2.42,55.1,52.2,29.2,25.6,63.6,89.2,6.19,13.3,879.3,1.29,1057.1,1,Low activity
DOG0742,2025-05-21,Mixed,M,7,0.58,31.7,32.2,13.43,84.3,30.8,115.1,7.99,12.5,491.1,1.8675097805192307,968.2,0,Normal
DOG0743,2025-07-15,Shih Tzu,M,23,1.92,22.5,24.5,6.5,46.4,22.2,68.6,4.76,10.9,285.0,1.22,369.8,0,Normal
DOG0744,2025-04-28,Poodle (Standard),F,36,3.0,47.7,59.2,26.44,8.6,83.6,92.2,6.4,12.2,816.2,1.2,1002.1,2,Hyperactive
DOG0745,2025-03-25,French Bulldog,M,47,3.92,29.1,37.0,10.29,20.0,36.6,56.6,3.93,12.8,402.2,1.16,438.6,1,Low activity
DOG0746,2025-05-07,German Shepherd,M,49,4.08,61.9,57.5,31.6,44.3,51.1,95.4,6.62,11.7,933.0,1.16,1129.8,2,Hyperactive
DOG0747,2024-12-08,French Bulldog,F,41,3.42,32.9,41.7,12.17,56.5,22.5,79.0,5.49,10.2,456.1,1.25,572.4,0,Normal
DOG0748,2024-12-17,German Shepherd,M,38,3.17,63.2,68.7,33.43,35.8,12.6,48.4,3.36,13.8,973.2,1.3,1311.5,1,Low activity
DOG0749,2025-03-25,Mixed,M,13,1.08,30.1,36.3,18.12,32.8,20.8,53.6,3.72,12.4,614.8,1.3,777.5,1,Low activity
DOG0750,2025-01-16,Mixed,M,10,0.83,40.8,53.0,14.55,23.3,37.5,60.8,4.22,11.4,521.5,2.0942785692610206,1177.1,1,Low activity
DOG0751,2025-05-21,Rottweiler,M,42,3.5,56.3,73.7,42.74,37.7,0.0,37.7,2.62,12.6,1170.1,1.14,1404.0,1,Low activity
DOG0752,2025-06-28,Labrador Retriever,M,56,4.67,62.6,60.9,30.11,17.8,55.4,73.2,5.08,12.1,899.8,1.21,1084.2,2,Hyperactive
DOG0753,2025-03-26,Mixed,M,35,2.92,37.4,44.1,18.42,14.1,27.2,41.3,2.87,11.8,622.4,1.23,838.4,1,Low activity
DOG0754,2025-09-26,Mixed,F,3,0.25,39.9,53.4,9.76,2.0,27.6,29.6,2.06,11.1,386.5,2.217484353862978,926.9,1,Low activity
DOG0755,2025-04-28,Mixed,F,18,1.5,39.8,39.4,18.16,65.6,58.1,123.7,8.59,10.2,615.8,1.26,772.1,2,Hyperactive
DOG0756,2025-03-27,Dachshund,F,8,0.67,20.9,27.2,9.18,105.2,21.8,127.0,8.82,13.5,369.2,1.7004205184359908,626.2,0,Normal
DOG0757,2025-07-02,Bulldog,F,78,6.5,31.3,42.0,19.82,63.7,53.9,117.6,8.17,12.2,657.5,1.14,749.4,0,Normal
DOG0758,2024-12-19,Poodle (Standard),F,41,3.42,56.7,58.1,26.53,24.7,25.9,50.6,3.51,11.9,818.3,1.24,964.0,1,Low activity
DOG0759,2025-11-05,French Bulldog,F,2,0.17,30.7,41.5,7.34,53.2,47.0,100.2,6.96,13.3,312.2,2.189282864968246,673.5,1,Low activity
DOG0760,2025-08-07,Beagle,M,4,0.33,34.0,42.9,7.38,111.1,13.7,124.8,8.67,11.4,313.4,2.5893809380091737,822.6,0,Normal
DOG0761,2025-02-28,Mixed,M,72,6.0,28.9,35.2,15.88,32.5,49.8,82.3,5.72,11.0,556.8,1.3,715.6,2,Hyperactive
DOG0762,2025-03-29,Mixed,F,2,0.17,38.0,36.3,10.5,60.6,44.7,105.3,7.31,10.6,408.3,2.974317637204414,1210.4,0,Normal
DOG0763,2025-09-01,Chihuahua,F,7,0.58,17.0,20.5,1.77,59.1,17.0,76.1,5.28,12.7,107.4,2.176123724311884,227.3,1,Low activity
DOG0764,2025-01-22,French Bulldog,F,31,2.58,32.5,38.2,11.73,16.6,6.9,23.5,1.63,10.5,443.7,1.12,512.1,1,Low activity
DOG0765,2025-09-20,Boxer,M,28,2.33,61.9,85.9,29.57,24.6,30.9,55.5,3.85,12.0,887.6,1.24,1156.0,1,Low activity
DOG0766,2024-12-17,Rottweiler,M,31,2.58,61.1,63.8,46.0,31.7,93.6,125.3,8.7,11.3,1236.4,1.3,1709.9,2,Hyperactive
DOG0767,2025-04-20,Mixed,M,11,0.92,53.9,55.8,17.82,57.0,42.7,99.7,6.92,10.5,607.1,1.8149449900221906,1113.3,0,Normal
DOG0768,2025-07-20,Golden Retriever,F,71,5.92,58.4,56.3,28.63,41.2,10.0,51.2,3.56,12.4,866.4,1.28,970.9,1,Low activity
DOG0769,2024-12-06,French Bulldog,F,125,10.42,29.0,27.4,8.04,26.4,3.3,29.7,2.06,12.4,334.2,1.22,423.7,1,Low activity
DOG0770,2025-09-08,Labrador Retriever,F,3,0.25,53.3,52.5,19.91,82.9,19.3,102.2,7.1,9.7,659.8,2.4119596798957987,1550.5,0,Normal
DOG0771,2025-10-06,Poodle (Standard),M,6,0.5,51.0,63.1,19.23,28.0,7.9,35.9,2.49,10.1,642.8,2.022028411348083,1352.6,0,Normal
DOG0772,2025-02-24,Labrador Retriever,M,2,0.17,56.4,56.1,21.77,52.5,61.4,113.9,7.91,10.6,705.5,2.21936806506527,1616.0,2,Hyperactive
DOG0773,2025-07-24,Poodle (Standard),F,7,0.58,52.2,61.9,19.37,24.7,11.9,36.6,2.54,12.0,646.3,1.7834337995819378,1087.3,1,Low activity
DOG0774,2025-03-02,Rottweiler,F,198,16.5,59.5,63.8,43.47,26.2,43.0,69.2,4.81,12.3,1185.1,1.23,1476.9,1,Low activity
DOG0775,2025-06-28,Labrador Retriever,M,66,5.5,59.4,59.7,30.71,62.6,26.0,88.6,6.15,9.5,913.2,1.21,991.0,0,Normal
DOG0776,2025-04-09,Shih Tzu,F,5,0.42,26.2,26.3,5.12,20.7,6.7,27.4,1.9,11.9,238.3,2.529245056959473,570.9,1,Low activity
DOG0777,2025-03-06,Beagle,M,31,2.58,35.7,45.1,8.8,9.9,19.7,29.6,2.06,11.4,357.7,1.2,426.4,1,Low activity
DOG0778,2025-07-25,Boxer,M,39,3.25,61.1,55.6,31.33,36.1,13.0,49.1,3.41,13.5,927.0,1.26,1199.0,1,Low activity
DOG0779,2025-04-22,Pomeranian,F,53,4.42,17.7,21.4,2.47,0.0,18.1,18.1,1.26,10.0,137.9,1.22,157.3,1,Low activity
DOG0780,2025-01-12,Labrador Retriever,F,87,7.25,56.8,67.3,29.78,74.0,40.5,114.5,7.95,12.1,892.4,1.21,1069.4,0,Normal
DOG0781,2025-08-29,Poodle (Standard),M,22,1.83,46.3,56.4,23.01,29.1,14.2,43.3,3.01,12.8,735.4,1.17,935.3,1,Low activity
DOG0782,2025-06-11,Mixed,M,14,1.17,43.1,56.7,17.09,54.8,35.1,89.9,6.24,11.0,588.4,1.27,717.1,0,Normal
DOG0783,2024-12-04,Beagle,F,30,2.5,35.0,40.9,9.03,19.2,49.2,68.4,4.75,11.0,364.6,1.19,408.6,2,Hyperactive
DOG0784,2025-02-20,French Bulldog,F,2,0.17,33.7,30.4,8.06,95.2,51.5,146.7,10.19,12.1,334.8,2.2326314864096384,752.3,0,Normal
DOG0785,2024-12-03,Mixed,F,51,4.25,27.9,31.1,14.84,0.0,22.0,22.0,1.53,10.5,529.3,1.23,643.1,1,Low activity
DOG0786,2025-08-20,Poodle (Standard),F,46,3.83,53.6,68.9,27.42,2.3,50.7,53.0,3.68,12.7,838.8,1.35,1035.5,1,Low activity
DOG0787,2025-07-08,Dachshund,F,7,0.58,21.2,19.5,8.98,27.9,44.2,72.1,5.01,12.3,363.1,2.078146939445578,766.0,1,Low activity
DOG0788,2025-07-16,German Shepherd,M,41,3.42,60.6,62.9,32.29,8.7,0.0,8.7,0.6,13.1,948.2,1.17,1223.1,1,Low activity
DOG0789,2025-07-30,Mixed,F,9,0.75,50.6,55.3,17.4,60.2,41.2,101.4,7.04,11.4,596.4,1.703182241106126,1072.9,0,Normal
DOG0790,2025-06-05,Poodle (Standard),F,12,1.0,54.6,49.9,25.71,15.8,9.7,25.5,1.77,10.1,799.2,1.21,950.9,1,Low activity
DOG0791,2025-01-01,Bulldog,F,17,1.42,33.1,44.3,18.84,13.3,24.1,37.4,2.6,10.8,633.0,1.18,746.2,1,Low activity
DOG0792,2025-07-31,Shih Tzu,M,11,0.92,22.4,28.1,5.56,43.2,0.3,43.5,3.02,12.5,253.5,1.993847880537804,533.8,1,Low activity
DOG0793,2025-08-29,Beagle,M,69,5.75,34.8,34.1,9.76,20.3,58.2,78.5,5.45,10.9,386.5,1.24,483.8,2,Hyperactive
DOG0794,2025-10-01,French Bulldog,M,22,1.83,30.3,39.9,10.91,6.5,40.2,46.7,3.24,12.6,420.2,1.31,588.1,1,Low activity
DOG0795,2024-11-27,German Shepherd,F,46,3.83,64.3,59.6,33.19,14.0,63.8,77.8,5.4,9.2,968.0,1.2,1248.9,2,Hyperactive
DOG0796,2024-12-23,French Bulldog,M,9,0.75,30.3,35.4,10.47,41.9,49.8,91.7,6.37,10.1,407.4,1.679936048790612,699.2,2,Hyperactive
DOG0797,2025-02-08,Mixed,M,18,1.5,53.6,57.9,21.34,27.3,23.3,50.6,3.51,12.2,695.0,1.24,777.4,1,Low activity
DOG0798,2025-01-03,Pomeranian,F,79,6.58,22.2,21.5,3.33,28.5,0.0,28.5,1.98,11.6,172.6,1.23,227.4,1,Low activity
DOG0799,2025-09-17,Chihuahua,F,33,2.75,15.3,18.1,2.49,42.2,54.0,96.2,6.68,10.2,138.8,1.22,161.5,2,Hyperactive
DOG0800,2025-06-22,Siberian Husky,F,37,3.08,56.6,71.3,21.92,73.6,109.0,182.6,12.68,12.1,709.1,1.3,935.7,2,Hyperactive
DOG0801,2025-08-03,French Bulldog,M,68,5.67,29.2,34.1,9.77,25.8,69.0,94.8,6.58,10.1,386.8,1.27,474.2,2,Hyperactive
DOG0802,2025-01-12,Beagle,F,68,5.67,39.9,46.1,10.06,40.6,54.8,95.4,6.62,10.4,395.4,1.22,482.0,2,Hyperactive
DOG0803,2025-04-26,Mixed,F,23,1.92,39.2,42.9,18.01,29.0,52.0,81.0,5.62,13.1,612.0,1.27,803.0,1,Low activity
DOG0804,2025-02-11,Mixed,F,19,1.58,29.3,37.9,15.57,29.4,1.4,30.8,2.14,13.0,548.7,1.21,626.6,1,Low activity
DOG0805,2025-05-14,Shih Tzu,M,6,0.5,23.1,29.1,4.08,33.2,36.9,70.1,4.87,10.5,201.0,1.681568788823321,327.3,2,Hyperactive
DOG0806,2025-04-10,German Shepherd,M,5,0.42,62.0,76.9,27.2,70.8,0.0,70.8,4.92,12.4,833.7,2.6763895694084345,2111.6,0,Normal
DOG0807,2025-11-13,Golden Retriever,M,30,2.5,53.5,60.6,29.68,34.0,61.1,95.1,6.6,11.4,890.1,1.21,1026.4,2,Hyperactive
DOG0808,2025-08-29,Poodle (Standard),F,10,0.83,50.0,51.6,21.2,30.8,40.3,71.1,4.94,10.2,691.6,2.0611228582068497,1495.7,2,Hyperactive
DOG0809,2024-12-27,Labrador Retriever,F,42,3.5,56.3,57.8,30.13,50.5,49.0,99.5,6.91,11.8,900.2,1.24,1135.6,2,Hyperactive
DOG0810,2025-06-30,Beagle,M,27,2.25,35.1,39.0,10.34,31.6,38.7,70.3,4.88,11.0,403.6,1.29,537.5,2,Hyperactive
DOG0811,2025-07-28,Siberian Husky,M,24,2.0,51.0,46.8,17.3,27.9,30.0,57.9,4.02,11.6,593.8,1.23,790.5,1,Low activity
DOG0812,2025-02-24,Labrador Retriever,F,141,11.75,58.0,78.9,25.06,24.2,22.0,46.2,3.21,11.1,784.0,1.2,945.9,1,Low activity
DOG0813,2025-10-19,Beagle,M,13,1.08,37.9,47.8,11.17,45.9,34.0,79.9,5.55,11.1,427.7,1.3,508.9,0,Normal
DOG0814,2025-03-06,Poodle (Standard),M,8,0.67,58.8,65.1,22.67,37.1,72.0,109.1,7.58,10.2,727.3,1.8736402869825546,1389.1,2,Hyperactive
DOG0815,2025-04-08,Golden Retriever,F,52,4.33,60.1,70.7,30.64,68.8,24.7,93.5,6.49,11.8,911.6,1.31,1198.5,0,Normal
DOG0816,2025-07-06,Poodle (Standard),M,42,3.5,47.5,59.6,22.83,51.5,26.4,77.9,5.41,9.5,731.1,1.23,855.7,0,Normal
DOG0817,2025-08-27,German Shepherd,F,7,0.58,52.5,70.7,22.87,29.0,73.5,102.5,7.12,12.4,732.1,1.6904394443778823,1225.1,2,Hyperactive
DOG0818,2025-10-24,Mixed,M,37,3.08,45.8,60.7,18.15,24.8,37.6,62.4,4.33,10.5,615.5,1.3,805.5,2,Hyperactive
DOG0819,2025-09-26,Chihuahua,F,31,2.58,17.3,17.5,2.75,45.8,45.3,91.1,6.33,12.2,149.5,1.19,197.5,1,Low activity
DOG0820,2025-03-29,Labrador Retriever,M,4,0.33,59.3,81.8,20.69,37.4,16.0,53.4,3.71,12.7,679.1,2.4243381397962755,1626.7,1,Low activity
DOG0821,2024-12-27,Bulldog,M,49,4.08,31.9,36.5,18.58,34.9,47.8,82.7,5.74,12.3,626.4,1.21,715.9,1,Low activity
DOG0822,2025-04-06,Rottweiler,F,21,1.75,63.7,75.6,47.91,7.1,83.8,90.9,6.31,11.3,1274.7,1.37,1664.8,2,Hyperactive
DOG0823,2025-10-24,Pomeranian,F,78,6.5,21.9,22.9,2.68,16.9,13.0,29.9,2.08,11.0,146.6,1.21,195.7,1,Low activity
DOG0824,2025-05-28,German Shepherd,M,29,2.42,57.8,71.0,30.87,53.5,0.0,53.5,3.72,12.3,916.7,1.22,1022.8,1,Low activity
DOG0825,2024-12-08,Poodle (Standard),M,71,5.92,53.3,58.2,24.92,36.8,25.4,62.2,4.32,12.5,780.7,1.19,870.5,1,Low activity
DOG0826,2024-12-18,Labrador Retriever,F,28,2.33,57.5,55.4,33.93,0.0,28.9,28.9,2.01,11.2,984.1,1.19,1095.1,1,Low activity
DOG0827,2025-08-18,Rottweiler,M,61,5.08,58.1,57.7,48.93,6.8,0.0,6.8,0.47,12.0,1295.0,1.2,1705.0,1,Low activity
DOG0828,2025-04-12,Dachshund,F,42,3.5,13.6,16.7,8.73,19.2,17.5,36.7,2.55,10.3,355.5,1.23,426.1,1,Low activity
DOG0829,2025-01-11,Shih Tzu,F,29,2.42,23.9,28.6,6.09,43.2,21.7,64.9,4.51,12.5,271.4,1.21,339.0,1,Low activity
DOG0830,2025-01-21,Labrador Retriever,M,3,0.25,61.7,57.7,16.54,54.1,15.5,69.6,4.83,10.2,574.1,2.7741715000229292,1575.8,0,Normal
DOG0831,2025-01-31,Labrador Retriever,M,3,0.25,58.5,78.2,22.26,0.0,0.0,0.0,0.0,14.2,717.4,2.061146181047686,1557.0,1,Low activity
DOG0832,2025-07-24,Labrador Retriever,M,52,4.33,60.0,71.0,34.58,42.7,59.1,101.8,7.07,12.5,998.2,1.31,1297.5,2,Hyperactive
DOG0833,2025-08-05,Dachshund,M,113,9.42,13.0,15.4,9.45,34.9,15.0,49.9,3.47,12.6,377.3,1.24,517.2,1,Low activity
DOG0834,2025-03-28,Labrador Retriever,M,3,0.25,61.5,61.7,22.74,11.6,44.1,55.7,3.87,11.1,728.9,2.0975791695762696,1604.7,2,Hyperactive
DOG0835,2025-06-25,Beagle,M,57,4.75,35.1,46.2,9.87,34.5,59.8,94.3,6.55,10.8,389.8,1.22,410.0,2,Hyperactive
DOG0836,2025-08-20,Poodle (Standard),M,6,0.5,50.2,49.9,19.05,82.0,61.2,143.2,9.94,12.5,638.3,2.000564337836202,1329.1,0,Normal
DOG0837,2025-01-31,Dachshund,M,70,5.83,21.3,19.3,11.58,48.4,78.0,126.4,8.78,11.5,439.4,1.22,611.2,2,Hyperactive
DOG0838,2025-06-27,German Shepherd,M,9,0.75,56.7,62.2,25.01,125.8,76.2,202.0,14.03,12.5,782.9,2.1921421998611534,1702.6,0,Normal
DOG0839,2025-04-01,Beagle,M,5,0.42,35.0,33.5,6.74,23.5,5.6,29.1,2.02,11.2,292.8,2.1828876508965527,633.4,1,Low activity
DOG0840,2025-04-17,Shih Tzu,F,53,4.42,25.4,24.0,5.79,3.1,31.4,34.5,2.4,14.6,261.3,1.26,312.3,1,Low activity
DOG0841,2025-11-15,Mixed,F,74,6.17,46.4,63.2,19.38,38.3,31.9,70.2,4.87,9.4,646.6,1.27,835.0,0,Normal
DOG0842,2025-09-25,Mixed,M,47,3.92,47.9,62.5,18.76,26.5,49.1,75.6,5.25,10.3,631.0,1.17,789.2,2,Hyperactive
DOG0843,2025-08-28,Labrador Retriever,F,27,2.25,55.4,72.2,26.13,50.5,68.1,118.6,8.24,11.7,809.0,1.2,1060.7,2,Hyperactive
DOG0844,2025-05-04,Shih Tzu,F,29,2.42,21.5,22.4,6.15,27.2,0.0,27.2,1.89,10.1,273.4,1.19,281.3,0,Normal
DOG0845,2025-10-25,Mixed,M,45,3.75,36.8,39.1,18.96,11.0,46.0,57.0,3.96,12.6,636.0,1.22,933.9,1,Low activity
DOG0846,2025-09-27,Poodle (Standard),F,6,0.5,59.2,69.0,23.54,7.7,47.9,55.6,3.86,12.8,748.1,2.1533953469325597,1589.3,1,Low activity
DOG0847,2025-04-11,Shih Tzu,M,26,2.17,27.4,38.0,5.73,21.8,13.8,35.6,2.47,11.5,259.2,1.21,298.8,1,Low activity
DOG0848,2025-11-08,Boxer,M,9,0.75,52.8,54.0,22.18,23.7,49.3,73.0,5.07,13.0,715.4,2.050948249169703,1508.4,1,Low activity
DOG0849,2025-03-10,Mixed,M,26,2.17,26.8,29.0,16.35,38.9,30.2,69.1,4.8,10.0,569.2,1.22,543.2,0,Normal
DOG0850,2025-02-26,Mixed,M,46,3.83,33.7,36.6,14.64,40.5,77.5,118.0,8.19,10.6,523.9,1.24,721.6,2,Hyperactive
DOG0851,2025-10-11,Labrador Retriever,M,53,4.42,53.7,71.6,28.19,3.0,21.2,24.2,1.68,11.0,856.4,1.13,993.0,1,Low activity
DOG0852,2024-11-30,Boxer,M,29,2.42,58.1,80.4,26.6,65.5,28.2,93.7,6.51,8.5,819.9,1.27,1080.9,0,Normal
DOG0853,2025-02-25,Beagle,M,15,1.25,37.9,41.4,9.57,39.5,38.9,78.4,5.44,10.0,380.9,1.23,458.1,2,Hyperactive
DOG0854,2025-09-28,Bulldog,M,22,1.83,34.4,44.4,21.03,13.9,20.1,34.0,2.36,15.1,687.4,1.2,813.3,1,Low activity
